,RF_AUC,RF_Prec,RF_Rec,SVM10_26_AUC,SVM10_26_Prec,SVM10_26_Rec,SVM40_10_AUC,SVM40_10_Prec,SVM40_10_Rec,iter
549,[-0.51557093],[-0.15294118],[-0.17647059],[-0.48788927],[-0.06405229],[-0.29411765],[-0.53806228],[-0.35294118],[ 0.05882353],999
550,[-0.41695502],[-0.02120383],[-0.20588235],[-0.39792388],[-0.02565707],[-0.29411765],[-0.44463668],[-0.32352941],[-0.08823529],999
551,[-0.29757785],[-0.04920635],[-0.02941176],[-0.25259516],[-0.03387534],[-0.14705882],[-0.31141869],[-0.27777778],[ 0.11764706],999
552,[-0.47750865],[-0.19444444],[-0.26470588],[-0.47577855],[-0.08333333],[-0.32352941],[-0.47577855],[-0.33333333],[-0.11764706],999
553,[-0.33650519],[-0.04694168],[-0.02941176],[-0.29152249],[-0.01315789],[-0.14705882],[-0.3399654],[-0.26315789],[ 0.20588235],999
554,[-0.38148789],[-0.13611111],[-0.23529412],[-0.31920415],[-0.11666667],[-0.32352941],[-0.37802768],[-0.36111111],[-0.02941176],999
555,[-0.30622837],[-0.10690789],[-0.23529412],[-0.29411765],[-0.11647727],[-0.38235294],[-0.29411765],[-0.34375],[ 0.05882353],999
556,[-0.35294118],[-0.0754386],[-0.26470588],[-0.38062284],[-0.00606061],[-0.32352941],[-0.39273356],[-0.23333333],[-0.05882353],999
557,[-0.45761246],[-0.16923077],[-0.35294118],[-0.44550173],[-0.15555556],[-0.47058824],[-0.46799308],[-0.4],[-0.29411765],999
558,[-0.43252595],[-0.15686275],[-0.20588235],[-0.42560554],[-0.09097127],[-0.29411765],[-0.44809689],[-0.32352941],[ 0.02941176],999
559,[-0.31574394],[-0.10651629],[-0.20588235],[-0.34688581],[-0.07675439],[-0.29411765],[-0.35380623],[-0.36842105],[-0.05882353],999
560,[-0.34602076],[-0.10833333],[-0.14705882],[-0.33564014],[-0.05072464],[-0.20588235],[-0.33564014],[-0.33333333],[ 0.14705882],999
561,[-0.40138408],[-0.03125],[-0.20588235],[-0.37370242],[-0.03734756],[-0.23529412],[-0.39100346],[-0.28125],[ 0.],999
562,[-0.36678201],[-0.12531539],[-0.38235294],[-0.38062284],[-0.09482759],[-0.41176471],[-0.37197232],[-0.34482759],[-0.14705882],999
563,[-0.4783737],[-0.23931624],[-0.41176471],[-0.50778547],[-0.22898032],[-0.55882353],[-0.5233564],[-0.46153846],[-0.17647059],999
564,[-0.61764706],[-0.09242619],[-0.17647059],[-0.61764706],[-0.0726817],[-0.17647059],[-0.60380623],[-0.26315789],[ 0.02941176],999
565,[-0.40397924],[ 0.],[-0.23529412],[-0.37975779],[ 0.03977273],[-0.26470588],[-0.42128028],[-0.27272727],[-0.11764706],999
566,[-0.49307958],[-0.06043956],[-0.38235294],[-0.47058824],[-0.06354515],[-0.47058824],[-0.50692042],[-0.34615385],[-0.32352941],999
567,[-0.51124567],[-0.02900461],[-0.11764706],[-0.53027682],[-0.00563063],[-0.23529412],[-0.52854671],[-0.2972973],[ 0.02941176],999
568,[-0.49221453],[-0.07432432],[-0.14705882],[-0.47318339],[-0.05159705],[-0.20588235],[-0.50259516],[-0.32432432],[ 0.02941176],999
569,[-0.39965398],[-0.14715447],[-0.38235294],[-0.38754325],[-0.12222222],[-0.44117647],[-0.41176471],[-0.36666667],[-0.17647059],999
570,[-0.33650519],[-0.04557125],[-0.11764706],[-0.28633218],[-0.0005848],[-0.14705882],[-0.30536332],[-0.28947368],[ 0.],999
571,[-0.54757785],[-0.10681115],[-0.20588235],[-0.55276817],[-0.05042017],[-0.23529412],[-0.53719723],[-0.26470588],[-0.11764706],999
572,[-0.54584775],[-0.11484594],[-0.29411765],[-0.53373702],[-0.08627451],[-0.32352941],[-0.55622837],[-0.35294118],[-0.11764706],999
573,[-0.41608997],[-0.20882852],[-0.35294118],[-0.42301038],[-0.17491039],[-0.47058824],[-0.41262976],[-0.41935484],[-0.20588235],999
574,[-0.31574394],[-0.11382114],[-0.17647059],[-0.28287197],[-0.05072464],[-0.20588235],[-0.31747405],[-0.33333333],[ 0.05882353],999
575,[-0.34083045],[-0.05112782],[-0.11764706],[-0.33737024],[-0.05341615],[-0.29411765],[-0.38408304],[-0.31428571],[ 0.02941176],999
576,[-0.48269896],[-0.06447368],[-0.11764706],[-0.4982699],[-0.04502924],[-0.20588235],[-0.48788927],[-0.28947368],[ 0.02941176],999
577,[-0.49740484],[-0.25757576],[-0.32352941],[-0.46799308],[-0.15151515],[-0.38235294],[-0.48356401],[-0.42424242],[-0.14705882],999
578,[-0.41435986],[-0.06504065],[-0.11764706],[-0.41435986],[-0.05072464],[-0.20588235],[-0.4299308],[-0.33333333],[-0.05882353],999
579,[-0.3849481],[-0.1375],[-0.32352941],[-0.32439446],[-0.07994186],[-0.32352941],[-0.36418685],[-0.3125],[-0.08823529],999
580,[-0.48702422],[-0.14414414],[-0.29411765],[-0.47145329],[-0.0952381],[-0.35294118],[-0.48010381],[-0.33333333],[-0.23529412],999
581,[-0.433391],[-0.22077922],[-0.26470588],[-0.42301038],[-0.11973392],[-0.29411765],[-0.44377163],[-0.36363636],[-0.11764706],999
582,[-0.48096886],[-0.14622315],[-0.20588235],[-0.48961938],[-0.07475561],[-0.29411765],[-0.47577855],[-0.35135135],[ 0.08823529],999
583,[-0.43944637],[ 0.03962704],[-0.08823529],[-0.4532872],[ 0.01948052],[-0.17647059],[-0.44982699],[-0.24242424],[-0.05882353],999
584,[-0.33823529],[-0.07317073],[-0.08823529],[-0.33650519],[-0.03686897],[-0.08823529],[-0.35207612],[-0.29268293],[ 0.05882353],999
585,[-0.42647059],[-0.02829355],[-0.23529412],[-0.42647059],[-0.03761755],[-0.35294118],[-0.43685121],[-0.31034483],[-0.14705882],999
586,[-0.35207612],[-0.13063063],[-0.11764706],[-0.32785467],[-0.04148334],[-0.17647059],[-0.3416955],[-0.2972973],[ 0.05882353],999
587,[-0.46626298],[-0.13007519],[-0.20588235],[-0.4783737],[-0.08701299],[-0.29411765],[-0.48356401],[-0.31428571],[-0.08823529],999
588,[-0.34948097],[ 0.01920341],[ 0.],[-0.29584775],[ 0.01861862],[-0.14705882],[-0.34256055],[-0.27027027],[ 0.17647059],999
589,[-0.34256055],[-0.20959596],[-0.14705882],[-0.32525952],[-0.11720867],[-0.23529412],[-0.33391003],[-0.36111111],[ 0.02941176],999
590,[-0.30449827],[-0.08305867],[-0.17647059],[-0.2283737],[-0.05347901],[-0.26470588],[-0.25778547],[-0.35135135],[ 0.],999
591,[-0.48702422],[-0.10735294],[-0.23529412],[-0.49221453],[-0.11568627],[-0.35294118],[-0.49567474],[-0.38235294],[-0.05882353],999
592,[-0.39186851],[-0.10401722],[-0.26470588],[-0.32093426],[-0.1092437],[-0.29411765],[-0.37802768],[-0.32352941],[ 0.],999
593,[-0.48529412],[-0.08108108],[-0.08823529],[-0.45242215],[-0.0472973],[-0.20588235],[-0.51989619],[-0.2972973],[ 0.32352941],999
594,[-0.28892734],[-0.07850242],[-0.29411765],[-0.33564014],[-0.06944444],[-0.32352941],[-0.3650519],[-0.36111111],[-0.08823529],999
595,[-0.51903114],[ 0.01666667],[-0.20588235],[-0.52595156],[ 0.05833333],[-0.32352941],[-0.51730104],[-0.23333333],[-0.11764706],999
596,[-0.28027682],[-0.11486963],[-0.32352941],[-0.24567474],[-0.1113307],[-0.38235294],[-0.25951557],[-0.39393939],[-0.05882353],999
597,[-0.32179931],[-0.12745098],[-0.20588235],[-0.35813149],[-0.08888889],[-0.41176471],[-0.39965398],[-0.33333333],[ 0.05882353],999
598,[-0.40916955],[-0.04418605],[-0.32352941],[-0.3866782],[-0.00212766],[-0.35294118],[-0.38321799],[-0.3],[-0.17647059],999
599,[-0.43598616],[-0.1384505],[-0.29411765],[-0.38235294],[-0.11568627],[-0.35294118],[-0.42733564],[-0.38235294],[-0.20588235],999
600,[-0.30882353],[-0.01788909],[ 0.05882353],[-0.2949827],[ 0.02224469],[-0.02941176],[-0.31228374],[-0.3255814],[ 0.14705882],999
601,[-0.52768166],[-0.18463707],[-0.41176471],[-0.52941176],[-0.13306983],[-0.41176471],[-0.52076125],[-0.39393939],[-0.14705882],999
602,[-0.4532872],[-0.03613445],[-0.05882353],[-0.46539792],[-0.03214774],[-0.23529412],[-0.47231834],[-0.26470588],[ 0.05882353],999
603,[-0.4299308],[-0.21096096],[-0.20588235],[-0.4299308],[-0.16096096],[-0.35294118],[-0.44377163],[-0.40540541],[-0.02941176],999
604,[-0.37716263],[-0.1073132],[-0.17647059],[-0.41176471],[-0.04092072],[-0.29411765],[-0.40311419],[-0.32352941],[ 0.02941176],999
605,[-0.41868512],[-0.07017544],[-0.05882353],[-0.3650519],[ 0.0070922],[-0.14705882],[-0.41522491],[-0.33333333],[ 0.11764706],999
606,[-0.4766436],[-0.1812596],[-0.41176471],[-0.47318339],[-0.1214825],[-0.44117647],[-0.48356401],[-0.41935484],[-0.29411765],999
607,[-0.40916955],[-0.10673235],[-0.38235294],[-0.42301038],[-0.04695525],[-0.41176471],[-0.41262976],[-0.34482759],[-0.08823529],999
608,[-0.26384083],[-0.0475382],[-0.20588235],[-0.26557093],[-0.01362007],[-0.32352941],[-0.27595156],[-0.25806452],[-0.11764706],999
609,[-0.33737024],[-0.14818267],[-0.32352941],[-0.32525952],[-0.0830721],[-0.41176471],[-0.34083045],[-0.31034483],[-0.17647059],999
610,[-0.30622837],[-0.14489489],[-0.17647059],[-0.2716263],[-0.13383838],[-0.32352941],[-0.28719723],[-0.36111111],[-0.02941176],999
611,[-0.3633218],[-0.08333333],[-0.08823529],[-0.35121107],[-0.06349206],[-0.20588235],[-0.38927336],[-0.27777778],[-0.02941176],999
612,[-0.45934256],[-0.01923077],[-0.32352941],[-0.45934256],[ 0.00736498],[-0.44117647],[-0.47318339],[-0.26923077],[-0.17647059],999
613,[-0.50605536],[-0.30938697],[-0.44117647],[-0.47145329],[-0.19246191],[-0.47058824],[-0.48010381],[-0.44827586],[-0.14705882],999
614,[-0.36851211],[-0.15675676],[-0.38235294],[-0.36678201],[-0.10212766],[-0.52941176],[-0.39100346],[-0.4],[-0.23529412],999
615,[-0.40657439],[-0.12566845],[-0.35294118],[-0.40657439],[-0.09207161],[-0.35294118],[-0.41695502],[-0.35294118],[-0.14705882],999
616,[-0.50605536],[-0.11324042],[-0.38235294],[-0.50951557],[-0.07453416],[-0.44117647],[-0.51643599],[-0.35714286],[-0.23529412],999
617,[-0.4299308],[-0.00297619],[-0.20588235],[-0.44550173],[-0.02083333],[-0.35294118],[-0.41955017],[-0.3125],[ 0.],999
618,[-0.38408304],[-0.21283784],[-0.32352941],[-0.35467128],[-0.125],[-0.38235294],[-0.40311419],[-0.375],[-0.14705882],999
619,[-0.31228374],[-0.13071895],[-0.17647059],[-0.30190311],[-0.09712722],[-0.29411765],[-0.32958478],[-0.35294118],[-0.08823529],999
620,[-0.25346021],[-0.15675676],[-0.20588235],[-0.21539792],[-0.10454545],[-0.29411765],[-0.2482699],[-0.4],[ 0.05882353],999
621,[-0.28027682],[-0.22920204],[-0.38235294],[-0.28719723],[-0.12043011],[-0.41176471],[-0.29238754],[-0.38709677],[-0.29411765],999
622,[-0.25951557],[-0.1037594],[-0.17647059],[-0.24567474],[-0.05341615],[-0.29411765],[-0.25432526],[-0.31428571],[-0.05882353],999
623,[-0.52508651],[-0.02841782],[-0.26470588],[-0.49913495],[-0.01759531],[-0.29411765],[-0.49394464],[-0.29032258],[-0.11764706],999
624,[-0.29757785],[-0.05487305],[ 0.02941176],[-0.29411765],[-0.00184275],[-0.14705882],[-0.33044983],[-0.2972973],[ 0.17647059],999
625,[-0.29152249],[-0.18918919],[-0.20588235],[-0.2967128],[-0.11969112],[-0.23529412],[-0.30017301],[-0.40540541],[ 0.],999
626,[-0.51557093],[-0.07575758],[-0.32352941],[-0.49134948],[-0.02643456],[-0.32352941],[-0.4982699],[-0.3030303],[-0.14705882],999
627,[-0.32525952],[-0.04181185],[-0.17647059],[-0.32698962],[ 0.01215805],[-0.23529412],[-0.31141869],[-0.28571429],[ 0.],999
628,[-0.39619377],[-0.12698413],[-0.26470588],[-0.38235294],[-0.10981912],[-0.26470588],[-0.39619377],[-0.38888889],[-0.02941176],999
629,[-0.48096886],[-0.18464052],[-0.23529412],[-0.47404844],[-0.09097127],[-0.29411765],[-0.4982699],[-0.32352941],[-0.14705882],999
630,[-0.31487889],[-0.07692308],[-0.20588235],[-0.316609],[-0.06060606],[-0.29411765],[-0.33737024],[-0.33333333],[-0.02941176],999
631,[-0.41435986],[-0.00070472],[-0.20588235],[-0.40743945],[ 0.0094697],[-0.29411765],[-0.41782007],[-0.3030303],[-0.05882353],999
632,[-0.53287197],[-0.1047619],[-0.26470588],[-0.49134948],[-0.05119048],[-0.32352941],[-0.52076125],[-0.34285714],[-0.14705882],999
633,[-0.53806228],[-0.11308677],[-0.14705882],[-0.53287197],[-0.03642773],[-0.23529412],[-0.53806228],[-0.2972973],[ 0.05882353],999
634,[-0.41782007],[-0.23543124],[-0.38235294],[-0.41955017],[-0.11919192],[-0.38235294],[-0.41955017],[-0.36363636],[-0.17647059],999
635,[-0.29065744],[-0.09842845],[-0.26470588],[-0.27854671],[-0.08817204],[-0.38235294],[-0.27508651],[-0.35483871],[-0.08823529],999
636,[-0.40657439],[-0.0491453],[-0.11764706],[-0.35986159],[-0.07828283],[-0.26470588],[-0.38062284],[-0.30555556],[-0.02941176],999
637,[-0.54238754],[ 0.06818182],[-0.08823529],[-0.53027682],[ 0.10707071],[-0.14705882],[-0.53546713],[-0.18181818],[ 0.05882353],999
638,[-0.48875433],[-0.09932432],[-0.17647059],[-0.49048443],[-0.04772858],[-0.26470588],[-0.49048443],[-0.32432432],[-0.08823529],999
639,[-0.51816609],[-0.0484127],[-0.02941176],[-0.48702422],[-0.06746032],[-0.20588235],[-0.54238754],[-0.30555556],[ 0.17647059],999
640,[-0.42733564],[-0.1754386],[-0.23529412],[-0.38581315],[-0.13821138],[-0.26470588],[-0.40657439],[-0.33333333],[-0.05882353],999
641,[-0.33564014],[-0.08464849],[-0.23529412],[-0.33044983],[-0.05506884],[-0.32352941],[-0.33391003],[-0.35294118],[-0.02941176],999
642,[-0.40397924],[-0.21621622],[-0.23529412],[-0.40397924],[-0.14204903],[-0.29411765],[-0.41435986],[-0.35135135],[ 0.05882353],999
643,[-0.50951557],[-0.16978517],[-0.14705882],[-0.47145329],[-0.06110202],[-0.23529412],[-0.4766436],[-0.35897436],[ 0.05882353],999
644,[-0.48788927],[-0.10285285],[-0.08823529],[-0.48442907],[-0.02070155],[-0.23529412],[-0.52249135],[-0.2972973],[ 0.05882353],999
645,[-0.30536332],[-0.04519369],[-0.20588235],[-0.27422145],[ 0.00196078],[-0.23529412],[-0.28114187],[-0.26470588],[ 0.02941176],999
646,[-0.45242215],[-0.06722107],[-0.02941176],[-0.40743945],[-0.02913753],[-0.14705882],[-0.43858131],[-0.25641026],[ 0.08823529],999
647,[-0.35034602],[-0.10810811],[-0.11764706],[-0.36072664],[-0.00840841],[-0.17647059],[-0.3866782],[-0.2972973],[ 0.02941176],999
648,[-0.38408304],[-0.01698842],[-0.05882353],[-0.44290657],[-0.04761905],[-0.26470588],[-0.43771626],[-0.31428571],[ 0.11764706],999
649,[-0.35986159],[-0.12261042],[-0.05882353],[-0.37716263],[-0.08678389],[-0.14705882],[-0.37197232],[-0.36585366],[ 0.08823529],999
650,[-0.38235294],[-0.04148334],[-0.17647059],[-0.38235294],[ 0.00057504],[-0.20588235],[-0.35813149],[-0.2972973],[ 0.11764706],999
651,[-0.45415225],[-0.16714083],[-0.20588235],[-0.44723183],[-0.10690691],[-0.29411765],[-0.46280277],[-0.35135135],[-0.05882353],999
652,[-0.3633218],[-0.02702703],[-0.02941176],[-0.36678201],[-0.01445632],[-0.14705882],[-0.3633218],[-0.27027027],[ 0.08823529],999
653,[-0.32352941],[-0.0952381],[-0.41176471],[-0.3633218],[-0.06666667],[-0.44117647],[-0.32525952],[-0.33333333],[-0.11764706],999
654,[-0.37197232],[-0.13865546],[-0.32352941],[-0.3650519],[-0.10849673],[-0.35294118],[-0.38581315],[-0.35294118],[-0.14705882],999
655,[-0.42474048],[-0.15597148],[-0.17647059],[-0.42474048],[-0.05858586],[-0.32352941],[-0.41608997],[-0.3030303],[ 0.11764706],999
656,[-0.42906574],[-0.01759531],[-0.29411765],[-0.42733564],[ 0.02217742],[-0.32352941],[-0.42733564],[-0.29032258],[-0.17647059],999
657,[-0.38062284],[-0.10483871],[-0.38235294],[-0.33391003],[-0.04233871],[-0.38235294],[-0.34256055],[-0.35483871],[-0.11764706],999
658,[-0.48788927],[-0.12813853],[-0.17647059],[-0.48961938],[-0.03312192],[-0.26470588],[-0.49307958],[-0.24242424],[ 0.11764706],999
659,[-0.24653979],[-0.11609907],[-0.20588235],[-0.21366782],[-0.08627451],[-0.32352941],[-0.22923875],[-0.35294118],[ 0.08823529],999
660,[-0.47318339],[-0.11904762],[-0.14705882],[-0.45588235],[-0.07641196],[-0.26470588],[-0.48356401],[-0.28571429],[ 0.02941176],999
661,[-0.43771626],[-0.08173077],[-0.23529412],[-0.43252595],[-0.01462766],[-0.32352941],[-0.42214533],[-0.3125],[-0.11764706],999
662,[-0.41435986],[ 0.01169591],[-0.02941176],[-0.35207612],[-0.01690821],[-0.23529412],[-0.34688581],[-0.27777778],[ 0.17647059],999
663,[-0.3633218],[-0.08898944],[-0.20588235],[-0.36851211],[-0.03324808],[-0.29411765],[-0.34256055],[-0.29411765],[-0.08823529],999
664,[-0.40138408],[-0.07432432],[-0.14705882],[-0.37370242],[-0.02886978],[-0.17647059],[-0.41349481],[-0.32432432],[ 0.02941176],999
665,[-0.49480969],[-0.14166667],[-0.35294118],[-0.43079585],[-0.11085271],[-0.38235294],[-0.48096886],[-0.36666667],[-0.23529412],999
666,[-0.44290657],[-0.07518797],[-0.29411765],[-0.44636678],[-0.01904762],[-0.38235294],[-0.4532872],[-0.28571429],[-0.14705882],999
667,[-0.39878893],[-0.06111111],[-0.26470588],[-0.43512111],[-0.06111111],[-0.26470588],[-0.41955017],[-0.30555556],[ 0.],999
668,[-0.37629758],[-0.13055556],[-0.05882353],[-0.37456747],[-0.06918605],[-0.14705882],[-0.3849481],[-0.325],[ 0.],999
669,[-0.35986159],[-0.1054878],[-0.14705882],[-0.31314879],[-0.06413043],[-0.20588235],[-0.34083045],[-0.325],[ 0.02941176],999
670,[-0.45069204],[-0.14078947],[-0.20588235],[-0.44204152],[-0.05491991],[-0.23529412],[-0.45588235],[-0.31578947],[ 0.],999
671,[-0.41349481],[-0.02392344],[-0.14705882],[-0.41868512],[-0.02960526],[-0.23529412],[-0.4532872],[-0.34210526],[ 0.02941176],999
672,[-0.48875433],[-0.16842847],[-0.38235294],[-0.49913495],[-0.14764668],[-0.44117647],[-0.50951557],[-0.42424242],[-0.17647059],999
673,[-0.40916955],[-0.12436975],[-0.14705882],[-0.433391],[-0.07634543],[-0.35294118],[-0.44377163],[-0.35294118],[-0.02941176],999
674,[-0.4567474],[-0.12820513],[-0.20588235],[-0.48096886],[-0.08333333],[-0.26470588],[-0.49653979],[-0.33333333],[ 0.02941176],999
675,[-0.3633218],[-0.10981912],[-0.26470588],[-0.37024221],[-0.11229314],[-0.35294118],[-0.39273356],[-0.38888889],[-0.17647059],999
676,[-0.27508651],[ 0.],[ 0.],[-0.26297578],[ 0.00974026],[-0.17647059],[-0.28027682],[-0.28571429],[ 0.14705882],999
677,[-0.44377163],[-0.12334495],[-0.26470588],[-0.42474048],[-0.0662614],[-0.32352941],[-0.46799308],[-0.34285714],[-0.20588235],999
678,[-0.39186851],[-0.11711712],[-0.26470588],[-0.42301038],[-0.10077519],[-0.38235294],[-0.41955017],[-0.33333333],[-0.02941176],999
679,[-0.52249135],[-0.13007519],[-0.20588235],[-0.51730104],[-0.08701299],[-0.29411765],[-0.51384083],[-0.31428571],[-0.08823529],999
680,[-0.36851211],[-0.11669829],[-0.17647059],[-0.40484429],[-0.09758065],[-0.29411765],[-0.40138408],[-0.32258065],[-0.08823529],999
681,[-0.43252595],[-0.14646465],[-0.08823529],[-0.47058824],[-0.17460317],[-0.32352941],[-0.44463668],[-0.38888889],[ 0.14705882],999
682,[-0.51557093],[-0.07698476],[-0.35294118],[-0.51384083],[-0.06681034],[-0.44117647],[-0.47577855],[-0.37931034],[-0.14705882],999
683,[-0.36851211],[-0.05080214],[-0.26470588],[-0.37889273],[-0.03186275],[-0.32352941],[-0.36851211],[-0.32352941],[ 0.],999
684,[-0.36678201],[-0.14414414],[-0.29411765],[-0.39273356],[-0.10077519],[-0.38235294],[-0.38927336],[-0.33333333],[-0.08823529],999
685,[-0.34948097],[-0.05964585],[-0.23529412],[-0.35294118],[ 0.0032077],[-0.29411765],[-0.35467128],[-0.27586207],[ 0.],999
686,[-0.46539792],[-0.13322368],[-0.26470588],[-0.44809689],[-0.07102273],[-0.32352941],[-0.4567474],[-0.34375],[ 0.],999
687,[-0.36937716],[-0.24236453],[-0.35294118],[-0.38148789],[-0.19428091],[-0.44117647],[-0.36937716],[-0.4137931],[-0.11764706],999
688,[-0.35640138],[ 0.05500821],[-0.23529412],[-0.32698962],[ 0.06969919],[-0.32352941],[-0.33564014],[-0.20689655],[-0.11764706],999
689,[-0.35034602],[-0.13781513],[-0.11764706],[-0.3399654],[-0.06428571],[-0.26470588],[-0.3884083],[-0.31428571],[ 0.05882353],999
690,[-0.38148789],[ 0.01674641],[-0.08823529],[-0.37456747],[ 0.04642166],[-0.23529412],[-0.36591696],[-0.27272727],[ 0.05882353],999
691,[-0.51903114],[-0.0298913],[-0.32352941],[-0.48269896],[-0.00637755],[-0.35294118],[-0.5],[-0.3125],[-0.08823529],999
692,[-0.46885813],[-0.03007519],[-0.11764706],[-0.48442907],[-0.03919373],[-0.23529412],[-0.47058824],[-0.31578947],[ 0.14705882],999
693,[-0.42474048],[-0.04414414],[-0.20588235],[-0.46280277],[ 0.01111111],[-0.32352941],[-0.48010381],[-0.23333333],[-0.02941176],999
694,[-0.42733564],[-0.13479853],[-0.23529412],[-0.41868512],[-0.05847176],[-0.23529412],[-0.43598616],[-0.31428571],[ 0.],999
695,[-0.35121107],[-0.13183916],[-0.23529412],[-0.37024221],[-0.07475561],[-0.29411765],[-0.38408304],[-0.35135135],[ 0.],999
696,[-0.38235294],[-0.0530303],[-0.20588235],[-0.38408304],[-0.0530303],[-0.29411765],[-0.41695502],[-0.3030303],[-0.08823529],999
697,[-0.43944637],[-0.07012987],[-0.26470588],[-0.42906574],[-0.05119048],[-0.32352941],[-0.44982699],[-0.34285714],[-0.14705882],999
698,[-0.2949827],[-0.08863636],[-0.23529412],[-0.25],[-0.03710575],[-0.35294118],[-0.25692042],[-0.36363636],[ 0.17647059],999
699,[-0.43079585],[-0.21445221],[-0.35294118],[-0.42906574],[-0.16138125],[-0.38235294],[-0.44463668],[-0.39393939],[-0.26470588],999
700,[-0.3650519],[-0.03571429],[-0.23529412],[-0.38754325],[-0.04126984],[-0.26470588],[-0.39446367],[-0.28571429],[ 0.],999
701,[-0.34775087],[-0.14777328],[-0.14705882],[-0.35294118],[-0.17531306],[-0.29411765],[-0.31487889],[-0.38461538],[ 0.14705882],999
702,[-0.44636678],[ 0.01470588],[-0.20588235],[-0.44463668],[ 0.05637255],[-0.23529412],[-0.46366782],[-0.23529412],[-0.05882353],999
703,[-0.43685121],[-0.1984127],[-0.35294118],[-0.40397924],[-0.14444444],[-0.35294118],[-0.4299308],[-0.38888889],[-0.23529412],999
704,[-0.32093426],[-0.16317016],[-0.29411765],[-0.27941176],[-0.13306983],[-0.41176471],[-0.31920415],[-0.39393939],[-0.14705882],999
705,[-0.25086505],[-0.025],[-0.02941176],[-0.23702422],[-0.01111111],[-0.11764706],[-0.24740484],[-0.3],[ 0.14705882],999
706,[-0.51038062],[-0.21970443],[-0.32352941],[-0.53806228],[-0.21571772],[-0.5],[-0.5432526],[-0.44827586],[-0.23529412],999
707,[-0.38062284],[-0.16940789],[-0.29411765],[-0.33217993],[-0.11458333],[-0.44117647],[-0.37543253],[-0.40625],[-0.08823529],999
708,[-0.35121107],[-0.03044872],[-0.17647059],[-0.38408304],[-0.02361111],[-0.29411765],[-0.39273356],[-0.3125],[ 0.05882353],999
709,[-0.31228374],[-0.08663594],[-0.17647059],[-0.31228374],[ 0.02454418],[-0.29411765],[-0.32266436],[-0.25806452],[-0.11764706],999
710,[-0.22231834],[-0.06116643],[-0.08823529],[-0.2050173],[-0.08042189],[-0.17647059],[-0.23442907],[-0.32432432],[ 0.02941176],999
711,[-0.40311419],[-0.12972973],[-0.26470588],[-0.44809689],[-0.12340426],[-0.47058824],[-0.46366782],[-0.4],[-0.14705882],999
712,[-0.37975779],[-0.11520737],[-0.20588235],[-0.39013841],[-0.10016978],[-0.26470588],[-0.37802768],[-0.25806452],[ 0.],999
713,[-0.3416955],[-0.06378987],[-0.38235294],[-0.35034602],[-0.03109656],[-0.47058824],[-0.35207612],[-0.30769231],[-0.23529412],999
714,[-0.39965398],[-0.12256442],[-0.26470588],[-0.37370242],[-0.11750881],[-0.32352941],[-0.39619377],[-0.37837838],[-0.14705882],999
715,[-0.48356401],[-0.15045045],[-0.29411765],[-0.4766436],[-0.09007092],[-0.44117647],[-0.50259516],[-0.36666667],[-0.23529412],999
716,[-0.30622837],[-0.16727941],[-0.20588235],[-0.29065744],[-0.1242378],[-0.32352941],[-0.28373702],[-0.34375],[-0.02941176],999
717,[-0.24048443],[-0.03729604],[-0.17647059],[-0.24221453],[ 0.08410637],[-0.23529412],[-0.25778547],[-0.24242424],[-0.05882353],999
718,[-0.27076125],[-0.06710526],[-0.11764706],[-0.27768166],[-0.03775744],[-0.20588235],[-0.30709343],[-0.34210526],[ 0.],999
719,[-0.28114187],[ 0.06709957],[-0.11764706],[-0.19636678],[ 0.0554481],[-0.23529412],[-0.26038062],[-0.24242424],[ 0.05882353],999
720,[-0.37197232],[-0.0491453],[-0.11764706],[-0.42214533],[-0.01388889],[-0.26470588],[-0.40657439],[-0.30555556],[ 0.08823529],999
721,[-0.48961938],[-0.17052767],[-0.29411765],[-0.48096886],[-0.17156287],[-0.38235294],[-0.49653979],[-0.43243243],[-0.20588235],999
722,[-0.23702422],[-0.0472973],[-0.11764706],[-0.18685121],[-0.00840841],[-0.17647059],[-0.20588235],[-0.2972973],[ 0.05882353],999
723,[-0.39619377],[-0.08095238],[-0.23529412],[-0.38062284],[-0.03673469],[-0.32352941],[-0.43079585],[-0.34285714],[ 0.],999
724,[-0.53373702],[-0.05523673],[-0.20588235],[-0.55968858],[-0.04092072],[-0.29411765],[-0.54757785],[-0.32352941],[-0.02941176],999
725,[-0.44982699],[-0.1261343],[-0.32352941],[-0.42387543],[-0.07224959],[-0.35294118],[-0.43079585],[-0.31034483],[-0.11764706],999
726,[-0.42647059],[-0.25384615],[-0.44117647],[-0.42647059],[-0.20606061],[-0.5],[-0.40570934],[-0.43333333],[-0.11764706],999
727,[-0.34861592],[-0.15984405],[-0.38235294],[-0.34515571],[-0.10950081],[-0.5],[-0.35207612],[-0.37037037],[-0.17647059],999
728,[-0.35813149],[-0.21578947],[-0.47058824],[-0.35467128],[-0.13333333],[-0.52941176],[-0.35986159],[-0.4],[-0.38235294],999
729,[-0.33910035],[-0.08943089],[-0.26470588],[-0.34775087],[-0.05673759],[-0.35294118],[-0.34775087],[-0.33333333],[ 0.],999
730,[-0.37197232],[-0.16039427],[-0.26470588],[-0.35467128],[-0.05696637],[-0.38235294],[-0.37716263],[-0.35483871],[-0.11764706],999
731,[-0.52508651],[-0.12142857],[-0.32352941],[-0.51124567],[-0.11055901],[-0.35294118],[-0.5233564],[-0.37142857],[-0.17647059],999
